Member_number,Date,productId,items,productName,price,Category,amount,Transactions_id,Year,Month,Cluster,ClusterName,Recency,Frequency,Monetary
2956,2015-12-02,17,3,bottled water,0.5,Beverages,1.5,7287,2015,12,0,Loyal Customers,28,5,60.8
3662,2015-07-20,5,3,rolls/buns,1.2,Bakery & Sweets,3.6,9908,2015,7,0,Loyal Customers,27,4,51.0
3755,2015-04-14,96,1,hygiene articles,7.5,Household & Hygiene,7.5,10259,2015,4,5,Regular Customers,93,3,43.9
4173,2015-05-11,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,11816,2015,5,4,Potential Customers,233,2,56.2
3353,2015-03-06,17,1,bottled water,0.5,Beverages,0.5,8749,2015,3,5,Regular Customers,138,6,113.35
2193,2015-09-03,38,2,soda,0.8,Beverages,1.6,4441,2015,9,2,Diamond Customers,91,11,361.45
2086,2015-06-02,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,4064,2015,6,4,Potential Customers,211,6,182.4
1570,2015-03-20,74,3,whipped/sour cream,5.5,Dairy,16.5,2076,2015,3,4,Potential Customers,285,2,41.0
1233,2015-07-31,2,1,whole milk,1.8,Dairy,1.8,847,2015,7,5,Regular Customers,139,6,98.36
4647,2015-01-30,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,13635,2015,1,1,New Customers,316,2,42.4
3178,2015-01-03,18,1,yogurt,2.2,Dairy,2.2,8112,2015,1,0,Loyal Customers,22,5,47.1
2765,2015-09-04,1,3,tropical fruit,7.8,Fresh Food,23.4,6593,2015,9,2,Diamond Customers,30,5,156.25
4221,2015-01-04,82,2,pet care,5.8,Pet Care,11.6,12010,2015,1,4,Potential Customers,306,4,83.96
4265,2015-12-12,22,2,root vegetables,1.8,Fresh Food,3.6,12179,2015,12,0,Loyal Customers,18,5,49.9
3532,2015-05-26,11,2,butter,3.2,Dairy,6.4,9420,2015,5,4,Potential Customers,218,3,42.3
1967,2015-09-03,66,3,onions,1.3,Fresh Food,3.9,3608,2015,9,0,Loyal Customers,64,6,93.95
3474,2015-02-25,26,3,berries,10.8,Fresh Food,32.400000000000006,9173,2015,2,2,Diamond Customers,127,7,167.4
4075,2015-01-05,17,2,bottled water,0.5,Beverages,1.0,11415,2015,1,1,New Customers,359,4,66.0
1551,2015-05-11,117,2,rum,5.2,Beverages,10.4,2009,2015,5,5,Regular Customers,141,6,92.7
4609,2015-11-07,37,1,herbs,6.5,Fresh Food,6.5,13494,2015,11,0,Loyal Customers,53,2,71.0
1975,2015-09-26,22,1,root vegetables,1.8,Fresh Food,1.8,3635,2015,9,5,Regular Customers,95,2,23.3
4859,2015-09-09,2,2,whole milk,1.8,Dairy,3.6,14480,2015,9,5,Regular Customers,112,4,112.0
1502,2015-10-31,4,2,other vegetables,0.8,Fresh Food,1.6,1847,2015,10,0,Loyal Customers,60,2,49.3
1901,2015-04-21,1,3,tropical fruit,7.8,Fresh Food,23.4,3352,2015,4,0,Loyal Customers,31,3,99.2
4487,2015-07-20,66,2,onions,1.3,Fresh Food,2.6,13032,2015,7,2,Diamond Customers,163,7,194.7
3364,2015-06-29,161,1,salad dressing,5.9,Specialty & Seasonal,5.9,8801,2015,6,5,Regular Customers,107,5,110.4
2537,2015-10-14,45,1,curd,9.8,Dairy,9.8,5719,2015,10,0,Loyal Customers,77,3,35.6
4719,2015-08-22,18,1,yogurt,2.2,Dairy,2.2,13941,2015,8,0,Loyal Customers,2,7,124.1
2348,2015-12-11,24,1,pastry,3.1,Bakery & Sweets,3.1,5020,2015,12,2,Diamond Customers,19,6,158.91
4294,2015-12-03,116,1,sauces,2.45,Pantry Staples,2.45,12301,2015,12,0,Loyal Customers,27,6,66.6
3774,2015-01-12,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,10343,2015,1,2,Diamond Customers,13,4,144.7
2250,2015-10-15,2,2,whole milk,1.8,Dairy,3.6,4656,2015,10,0,Loyal Customers,76,2,73.4
3034,2015-05-07,4,1,other vegetables,0.8,Fresh Food,0.8,7572,2015,5,4,Potential Customers,222,5,73.5
1799,2015-08-07,4,1,other vegetables,0.8,Fresh Food,0.8,2957,2015,8,5,Regular Customers,94,4,46.82
1278,2015-11-07,22,1,root vegetables,1.8,Fresh Food,1.8,1004,2015,11,0,Loyal Customers,21,4,95.2
2837,2015-04-22,18,1,yogurt,2.2,Dairy,2.2,6862,2015,4,5,Regular Customers,102,5,56.45
3056,2015-08-15,4,2,other vegetables,0.8,Fresh Food,1.6,7663,2015,8,5,Regular Customers,137,2,33.4
2447,2015-10-15,22,3,root vegetables,1.8,Fresh Food,5.4,5394,2015,10,2,Diamond Customers,2,7,204.0
1452,2015-10-27,100,3,chewing gum,0.5,Specialty & Seasonal,1.5,1645,2015,10,2,Diamond Customers,35,6,191.04
4838,2015-01-31,60,3,cream cheese,6.3,Dairy,18.9,14406,2015,1,1,New Customers,333,3,75.3
4822,2015-07-04,24,3,pastry,3.1,Bakery & Sweets,9.3,14336,2015,7,5,Regular Customers,179,6,50.8
2571,2015-05-02,1,1,tropical fruit,7.8,Fresh Food,7.8,5852,2015,5,5,Regular Customers,166,3,76.1
4310,2015-02-27,113,3,spices,1.2,Pantry Staples,3.6,12376,2015,2,4,Potential Customers,306,3,68.7
2133,2015-07-11,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,4225,2015,7,2,Diamond Customers,147,7,169.96
3568,2015-10-17,50,2,bottled beer,1.8,Beverages,3.6,9556,2015,10,0,Loyal Customers,74,4,22.85
4474,2015-11-10,20,2,brown bread,0.8,Bakery & Sweets,1.6,12992,2015,11,0,Loyal Customers,20,4,72.5
3354,2015-01-27,80,2,salty snack,0.5,Snacks,1.0,8759,2015,1,0,Loyal Customers,31,6,127.6
2389,2015-06-04,18,1,yogurt,2.2,Dairy,2.2,5165,2015,6,2,Diamond Customers,47,6,166.19
1742,2015-07-05,68,1,photo/film,11.9,Household & Hygiene,11.9,2716,2015,7,0,Loyal Customers,18,4,111.7
2574,2015-05-18,25,1,canned beer,1.1,Beverages,1.1,5862,2015,5,0,Loyal Customers,19,4,98.44
4498,2015-04-07,18,2,yogurt,2.2,Dairy,4.4,13070,2015,4,4,Potential Customers,255,5,88.2
4612,2015-04-30,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,13502,2015,4,4,Potential Customers,244,2,23.1
1075,2015-01-29,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,272,2015,1,0,Loyal Customers,41,4,80.3
1371,2015-01-22,74,1,whipped/sour cream,5.5,Dairy,5.5,1350,2015,1,4,Potential Customers,233,3,90.3
2960,2015-06-21,80,2,salty snack,0.5,Snacks,1.0,7309,2015,6,2,Diamond Customers,11,9,239.24
4434,2015-02-23,5,3,rolls/buns,1.2,Bakery & Sweets,3.6,12839,2015,2,2,Diamond Customers,100,6,235.11
1378,2015-10-12,21,1,hamburger meat,12.3,Fresh Food,12.3,1369,2015,10,0,Loyal Customers,79,2,52.5
1615,2015-01-25,49,3,beverages,1.1,Beverages,3.3000000000000003,2251,2015,1,0,Loyal Customers,27,4,69.5
2503,2015-02-08,2,3,whole milk,1.8,Dairy,5.4,5579,2015,2,1,New Customers,325,1,63.9
2381,2015-04-01,2,1,whole milk,1.8,Dairy,1.8,5142,2015,4,4,Potential Customers,227,7,165.02
1613,2015-08-25,102,3,cookware,4.6,Household & Hygiene,13.8,2246,2015,8,2,Diamond Customers,127,7,164.7
1031,2015-08-26,60,2,cream cheese,6.3,Dairy,12.6,116,2015,8,0,Loyal Customers,76,3,64.6
3200,2015-04-01,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,8192,2015,4,4,Potential Customers,273,4,116.9
1138,2015-02-24,16,3,butter milk,6.1,Dairy,18.3,505,2015,2,5,Regular Customers,119,3,53.3
4958,2015-05-24,11,3,butter,3.2,Dairy,9.6,14832,2015,5,2,Diamond Customers,172,5,189.7
4858,2015-02-15,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,14476,2015,2,1,New Customers,318,3,50.6
1616,2015-12-08,3,3,pip fruit,3.0,Fresh Food,9.0,2257,2015,12,0,Loyal Customers,22,6,132.0
1270,2015-02-03,134,3,cereals,4.5,Snacks,13.5,974,2015,2,4,Potential Customers,249,3,67.06
2347,2015-01-27,32,2,red/blush wine,12.2,Beverages,24.4,5017,2015,1,1,New Customers,337,2,33.3
2076,2015-12-04,70,1,margarine,3.5,Pantry Staples,3.5,4030,2015,12,0,Loyal Customers,26,4,58.0
3597,2015-07-07,45,1,curd,9.8,Dairy,9.8,9685,2015,7,0,Loyal Customers,17,3,120.3
2151,2015-09-29,23,1,pork,7.2,Fresh Food,7.2,4290,2015,9,2,Diamond Customers,92,5,176.94
2940,2015-11-07,2,3,whole milk,1.8,Dairy,5.4,7223,2015,11,0,Loyal Customers,53,4,74.2
3475,2015-12-14,22,1,root vegetables,1.8,Fresh Food,1.8,9180,2015,12,0,Loyal Customers,16,4,33.7
2715,2015-03-15,4,2,other vegetables,0.8,Fresh Food,1.6,6395,2015,3,5,Regular Customers,177,6,117.4
3644,2015-10-02,24,3,pastry,3.1,Bakery & Sweets,9.3,9842,2015,10,0,Loyal Customers,89,3,73.0
4573,2015-01-25,45,3,curd,9.8,Dairy,29.4,13361,2015,1,0,Loyal Customers,7,7,112.5
1649,2015-11-29,36,3,frozen meals,9.7,Frozen & Processed Food,29.1,2381,2015,11,2,Diamond Customers,31,7,178.7
4079,2015-08-17,2,1,whole milk,1.8,Dairy,1.8,11435,2015,8,5,Regular Customers,101,3,37.0
1844,2015-11-13,80,1,salty snack,0.5,Snacks,0.5,3124,2015,11,0,Loyal Customers,47,6,109.72
1420,2015-12-08,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,1524,2015,12,0,Loyal Customers,22,4,82.35
2879,2015-07-23,74,3,whipped/sour cream,5.5,Dairy,16.5,7018,2015,7,0,Loyal Customers,2,5,100.7
2440,2015-06-08,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,5361,2015,6,2,Diamond Customers,194,9,223.29
4095,2015-12-29,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,11495,2015,12,0,Loyal Customers,1,3,128.9
2437,2015-11-15,114,2,napkins,21.8,Household & Hygiene,43.6,5350,2015,11,2,Diamond Customers,45,5,134.7
1324,2015-01-24,54,3,condensed milk,3.5,Dairy,10.5,1172,2015,1,2,Diamond Customers,3,5,179.2
4184,2015-12-15,49,2,beverages,1.1,Beverages,2.2,11856,2015,12,0,Loyal Customers,15,3,22.5
4574,2015-10-03,24,3,pastry,3.1,Bakery & Sweets,9.3,13364,2015,10,2,Diamond Customers,30,6,135.9
4881,2015-03-26,27,3,coffee,8.5,Beverages,25.5,14567,2015,3,5,Regular Customers,155,3,59.94
3790,2015-08-04,77,2,dish cleaner,2.5,Household & Hygiene,5.0,10408,2015,8,0,Loyal Customers,63,6,104.1
2616,2015-03-17,2,2,whole milk,1.8,Dairy,3.6,6024,2015,3,4,Potential Customers,228,4,72.0
1275,2015-06-04,96,2,hygiene articles,7.5,Household & Hygiene,15.0,983,2015,6,2,Diamond Customers,73,10,152.56
2131,2015-04-15,18,2,yogurt,2.2,Dairy,4.4,4212,2015,4,5,Regular Customers,125,6,90.0
2509,2015-02-03,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,5601,2015,2,5,Regular Customers,168,4,105.1
3077,2015-08-31,80,2,salty snack,0.5,Snacks,1.0,7734,2015,8,2,Diamond Customers,121,6,148.01
3653,2015-09-12,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,9875,2015,9,0,Loyal Customers,51,4,112.8
2922,2015-12-26,66,2,onions,1.3,Fresh Food,2.6,7161,2015,12,0,Loyal Customers,4,3,46.7
2971,2015-01-27,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,7346,2015,1,1,New Customers,337,3,91.62
1463,2015-09-28,15,2,specialty bar,5.2,Bakery & Sweets,10.4,1681,2015,9,0,Loyal Customers,6,3,35.1
4323,2015-10-11,1,2,tropical fruit,7.8,Fresh Food,15.6,12432,2015,10,0,Loyal Customers,13,5,111.7
2632,2015-07-01,27,3,coffee,8.5,Beverages,25.5,6082,2015,7,2,Diamond Customers,98,9,254.8
1481,2015-06-04,3,3,pip fruit,3.0,Fresh Food,9.0,1757,2015,6,4,Potential Customers,209,2,23.8
1283,2015-03-06,74,1,whipped/sour cream,5.5,Dairy,5.5,1025,2015,3,2,Diamond Customers,47,7,144.7
1164,2015-02-01,76,1,sliced cheese,4.2,Dairy,4.2,601,2015,2,4,Potential Customers,275,2,31.1
4275,2015-09-11,17,2,bottled water,0.5,Beverages,1.0,12227,2015,9,2,Diamond Customers,110,5,144.6
2600,2015-02-18,154,2,cake bar,2.4,Bakery & Sweets,4.8,5965,2015,2,2,Diamond Customers,14,7,158.9
1621,2015-02-20,109,1,canned fruit,4.96,Frozen & Processed Food,4.96,2281,2015,2,4,Potential Customers,313,5,150.72
1291,2015-03-06,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,1061,2015,3,4,Potential Customers,285,4,55.0
3301,2015-04-25,60,1,cream cheese,6.3,Dairy,6.3,8567,2015,4,4,Potential Customers,249,1,7.1
2715,2015-01-08,137,2,male cosmetics,10.6,Personal Care,21.2,6393,2015,1,5,Regular Customers,177,6,117.4
4150,2015-08-26,24,3,pastry,3.1,Bakery & Sweets,9.3,11725,2015,8,5,Regular Customers,126,4,113.7
1775,2015-10-11,104,3,cat food,11.2,Pet Care,33.599999999999994,2848,2015,10,0,Loyal Customers,80,1,41.4
2073,2015-02-04,2,1,whole milk,1.8,Dairy,1.8,4019,2015,2,5,Regular Customers,195,4,83.65
1912,2015-08-22,17,3,bottled water,0.5,Beverages,1.5,3396,2015,8,5,Regular Customers,130,3,55.1
4033,2015-06-06,22,3,root vegetables,1.8,Fresh Food,5.4,11282,2015,6,4,Potential Customers,207,3,33.7
4877,2015-02-28,17,3,bottled water,0.5,Beverages,1.5,14557,2015,2,2,Diamond Customers,54,6,147.41
2590,2015-09-28,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,5929,2015,9,0,Loyal Customers,14,5,104.5
3982,2015-01-28,63,2,liquor (appetizer),11.2,Beverages,22.4,11123,2015,1,5,Regular Customers,92,7,82.79
2782,2015-06-09,4,2,other vegetables,0.8,Fresh Food,1.6,6653,2015,6,4,Potential Customers,204,3,70.7
2100,2015-01-27,4,1,other vegetables,0.8,Fresh Food,0.8,4114,2015,1,2,Diamond Customers,78,6,151.14
1785,2015-12-21,17,3,bottled water,0.5,Beverages,1.5,2894,2015,12,2,Diamond Customers,9,7,193.0
3166,2015-04-28,96,3,hygiene articles,7.5,Household & Hygiene,22.5,8076,2015,4,4,Potential Customers,246,6,131.8
2251,2015-03-29,2,3,whole milk,1.8,Dairy,5.4,4661,2015,3,2,Diamond Customers,190,5,205.0
1528,2015-02-20,45,1,curd,9.8,Dairy,9.8,1946,2015,2,5,Regular Customers,106,4,85.5
2012,2015-03-29,85,2,cling film/bags,2.2,Household & Hygiene,4.4,3768,2015,3,4,Potential Customers,276,2,13.2
3309,2015-10-28,13,3,packaged fruit/vegetables,3.5,Fresh Food,10.5,8605,2015,10,0,Loyal Customers,63,7,71.67
1220,2015-09-08,115,2,waffles,2.5,Bakery & Sweets,5.0,799,2015,9,2,Diamond Customers,1,5,182.45
2165,2015-06-17,24,1,pastry,3.1,Bakery & Sweets,3.1,4341,2015,6,5,Regular Customers,115,6,65.3
3337,2015-02-01,107,2,liver loaf,8.5,Fresh Food,17.0,8696,2015,2,4,Potential Customers,203,5,141.86
4058,2015-12-30,60,3,cream cheese,6.3,Dairy,18.9,11361,2015,12,0,Loyal Customers,0,3,78.99
1000,2015-05-27,62,2,pickled vegetables,2.7,Fresh Food,5.4,5,2015,5,0,Loyal Customers,35,5,53.8
3357,2015-06-08,44,2,newspapers,3.2,Specialty & Seasonal,6.4,8769,2015,6,4,Potential Customers,205,3,81.7
2222,2015-01-08,130,1,dental care,11.45,Personal Care,11.45,4546,2015,1,2,Diamond Customers,2,7,170.95
1207,2015-11-14,2,1,whole milk,1.8,Dairy,1.8,753,2015,11,0,Loyal Customers,46,3,62.06
3511,2015-06-07,79,1,specialty cheese,12.14,Dairy,12.14,9331,2015,6,2,Diamond Customers,45,7,147.94
2171,2015-08-02,45,1,curd,9.8,Dairy,9.8,4367,2015,8,2,Diamond Customers,118,6,187.5
3078,2015-09-01,4,2,other vegetables,0.8,Fresh Food,1.6,7735,2015,9,5,Regular Customers,120,2,27.3
3879,2015-06-25,38,2,soda,0.8,Beverages,1.6,10742,2015,6,2,Diamond Customers,27,7,191.05
3472,2015-02-06,2,1,whole milk,1.8,Dairy,1.8,9165,2015,2,4,Potential Customers,244,3,148.8
4519,2015-11-03,8,1,beef,19.5,Fresh Food,19.5,13156,2015,11,0,Loyal Customers,57,2,101.6
3275,2015-10-26,114,3,napkins,21.8,Household & Hygiene,65.4,8471,2015,10,0,Loyal Customers,65,3,109.0
1763,2015-09-13,59,3,hard cheese,4.5,Dairy,13.5,2800,2015,9,0,Loyal Customers,3,3,57.45
4619,2015-05-27,64,1,UHT-milk,2.1,Dairy,2.1,13529,2015,5,5,Regular Customers,197,2,56.1
2955,2015-06-05,38,2,soda,0.8,Beverages,1.6,7281,2015,6,4,Potential Customers,207,6,69.4
2700,2015-11-15,101,1,canned fish,2.1,Frozen & Processed Food,2.1,6334,2015,11,0,Loyal Customers,45,4,114.88
2830,2015-05-28,80,2,salty snack,0.5,Snacks,1.0,6832,2015,5,5,Regular Customers,191,4,71.2
4940,2015-08-21,27,2,coffee,8.5,Beverages,17.0,14761,2015,8,5,Regular Customers,131,3,82.75
1311,2015-06-29,32,3,red/blush wine,12.2,Beverages,36.6,1134,2015,6,5,Regular Customers,184,3,79.5
4116,2015-05-01,38,1,soda,0.8,Beverages,0.8,11585,2015,5,4,Potential Customers,243,3,60.0
1476,2015-03-22,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,1733,2015,3,5,Regular Customers,126,6,111.84
2918,2015-11-04,17,2,bottled water,0.5,Beverages,1.0,7141,2015,11,2,Diamond Customers,19,8,252.6
4121,2015-11-01,71,1,shopping bags,5.12,Household & Hygiene,5.12,11604,2015,11,0,Loyal Customers,59,6,76.52
1824,2015-11-01,50,3,bottled beer,1.8,Beverages,5.4,3048,2015,11,0,Loyal Customers,59,4,70.4
4293,2015-07-05,5,3,rolls/buns,1.2,Bakery & Sweets,3.6,12293,2015,7,2,Diamond Customers,91,7,265.7
4308,2015-12-05,89,1,spread cheese,2.5,Dairy,2.5,12366,2015,12,0,Loyal Customers,25,6,92.12
2998,2015-07-14,18,1,yogurt,2.2,Dairy,2.2,7445,2015,7,5,Regular Customers,169,2,18.6
2874,2015-01-05,96,3,hygiene articles,7.5,Household & Hygiene,22.5,7001,2015,1,5,Regular Customers,112,4,88.1
1281,2015-02-11,27,1,coffee,8.5,Beverages,8.5,1018,2015,2,4,Potential Customers,211,3,91.9
3471,2015-01-14,96,2,hygiene articles,7.5,Household & Hygiene,15.0,9162,2015,1,0,Loyal Customers,79,4,90.9
1936,2015-08-15,26,1,berries,10.8,Fresh Food,10.8,3496,2015,8,5,Regular Customers,137,2,42.2
4163,2015-05-30,136,2,dishes,6.8,Specialty & Seasonal,13.6,11777,2015,5,4,Potential Customers,214,6,130.5
3369,2015-12-29,4,1,other vegetables,0.8,Fresh Food,0.8,8819,2015,12,2,Diamond Customers,1,5,161.84
2335,2015-01-13,4,1,other vegetables,0.8,Fresh Food,0.8,4964,2015,1,5,Regular Customers,160,2,30.2
3957,2015-02-15,33,3,frozen potato products,3.0,Frozen & Processed Food,9.0,11022,2015,2,4,Potential Customers,229,7,248.11
4841,2015-05-02,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,14415,2015,5,0,Loyal Customers,13,4,46.9
2184,2015-12-07,49,3,beverages,1.1,Beverages,3.3000000000000003,4408,2015,12,2,Diamond Customers,23,8,241.86
3118,2015-12-29,38,1,soda,0.8,Beverages,0.8,7897,2015,12,0,Loyal Customers,1,3,41.0
4728,2015-04-25,118,3,chocolate marshmallow,4.13,Bakery & Sweets,12.39,13984,2015,4,5,Regular Customers,115,4,74.49
2527,2015-08-11,2,1,whole milk,1.8,Dairy,1.8,5687,2015,8,5,Regular Customers,141,2,53.1
2926,2015-11-08,2,1,whole milk,1.8,Dairy,1.8,7175,2015,11,0,Loyal Customers,52,3,34.15
1773,2015-11-01,3,1,pip fruit,3.0,Fresh Food,3.0,2839,2015,11,0,Loyal Customers,59,4,71.1
1801,2015-06-12,44,2,newspapers,3.2,Specialty & Seasonal,6.4,2967,2015,6,4,Potential Customers,201,5,47.3
1916,2015-11-13,18,2,yogurt,2.2,Dairy,4.4,3407,2015,11,0,Loyal Customers,44,3,34.65
2523,2015-04-04,45,2,curd,9.8,Dairy,19.6,5665,2015,4,5,Regular Customers,179,5,130.06
2550,2015-06-08,126,3,snack products,0.9,Snacks,2.7,5770,2015,6,2,Diamond Customers,7,7,163.14
1319,2015-05-19,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,1156,2015,5,5,Regular Customers,134,3,63.8
1649,2015-05-16,5,3,rolls/buns,1.2,Bakery & Sweets,3.6,2376,2015,5,2,Diamond Customers,31,7,178.7
2202,2015-08-07,44,3,newspapers,3.2,Specialty & Seasonal,9.6,4478,2015,8,2,Diamond Customers,93,6,169.45
2569,2015-07-16,18,1,yogurt,2.2,Dairy,2.2,5845,2015,7,5,Regular Customers,167,3,91.1
2925,2015-08-22,37,3,herbs,6.5,Fresh Food,19.5,7172,2015,8,0,Loyal Customers,19,7,111.8
2293,2015-06-24,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,4818,2015,6,2,Diamond Customers,11,8,140.56
2190,2015-10-11,17,1,bottled water,0.5,Beverages,0.5,4433,2015,10,0,Loyal Customers,80,2,39.1
2234,2015-12-24,63,1,liquor (appetizer),11.2,Beverages,11.2,4596,2015,12,2,Diamond Customers,6,6,164.2
4779,2015-10-24,4,1,other vegetables,0.8,Fresh Food,0.8,14165,2015,10,0,Loyal Customers,51,7,117.9
3031,2015-10-27,2,3,whole milk,1.8,Dairy,5.4,7564,2015,10,2,Diamond Customers,12,5,187.8
4275,2015-07-05,80,3,salty snack,0.5,Snacks,1.5,12226,2015,7,2,Diamond Customers,110,5,144.6
2696,2015-05-09,45,3,curd,9.8,Dairy,29.4,6319,2015,5,5,Regular Customers,119,5,76.0
4453,2015-08-02,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,12908,2015,8,2,Diamond Customers,129,8,154.6
4776,2015-02-08,11,3,butter,3.2,Dairy,9.6,14151,2015,2,2,Diamond Customers,66,4,125.7
3471,2015-10-12,5,3,rolls/buns,1.2,Bakery & Sweets,3.6,9161,2015,10,0,Loyal Customers,79,4,90.9
3143,2015-01-21,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,7997,2015,1,4,Potential Customers,220,2,37.9
4312,2015-04-22,2,1,whole milk,1.8,Dairy,1.8,12383,2015,4,2,Diamond Customers,16,5,151.06
3327,2015-05-04,136,1,dishes,6.8,Specialty & Seasonal,6.8,8668,2015,5,4,Potential Customers,240,6,78.53
4344,2015-05-06,15,1,specialty bar,5.2,Bakery & Sweets,5.2,12522,2015,5,4,Potential Customers,238,3,87.8
1718,2015-03-11,32,2,red/blush wine,12.2,Beverages,24.4,2617,2015,3,4,Potential Customers,291,3,62.95
3041,2015-07-10,26,3,berries,10.8,Fresh Food,32.400000000000006,7598,2015,7,5,Regular Customers,106,5,123.49
4110,2015-02-06,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,11561,2015,2,0,Loyal Customers,32,6,124.95
2947,2015-04-28,1,3,tropical fruit,7.8,Fresh Food,23.4,7256,2015,4,5,Regular Customers,167,3,93.1
4280,2015-12-06,56,3,white wine,14.2,Beverages,42.6,12243,2015,12,2,Diamond Customers,24,5,241.6
3022,2015-11-15,101,2,canned fish,2.1,Frozen & Processed Food,4.2,7526,2015,11,0,Loyal Customers,45,4,96.4
1941,2015-09-16,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,3517,2015,9,5,Regular Customers,105,2,36.6
4494,2015-08-06,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,13053,2015,8,2,Diamond Customers,58,9,277.9
2749,2015-06-22,7,2,citrus fruit,1.5,Fresh Food,3.0,6523,2015,6,5,Regular Customers,191,3,65.1
1241,2015-05-22,4,2,other vegetables,0.8,Fresh Food,1.6,883,2015,5,4,Potential Customers,222,4,156.22
2066,2015-03-23,18,1,yogurt,2.2,Dairy,2.2,3985,2015,3,4,Potential Customers,223,4,137.7
1777,2015-07-11,45,1,curd,9.8,Dairy,9.8,2859,2015,7,2,Diamond Customers,27,7,185.9
2178,2015-05-03,8,3,beef,19.5,Fresh Food,58.5,4394,2015,5,2,Diamond Customers,10,5,177.1
4727,2015-04-11,22,1,root vegetables,1.8,Fresh Food,1.8,13978,2015,4,0,Loyal Customers,39,4,39.5
3433,2015-10-01,32,2,red/blush wine,12.2,Beverages,24.4,9022,2015,10,0,Loyal Customers,90,3,94.9
3035,2015-11-08,24,2,pastry,3.1,Bakery & Sweets,6.2,7577,2015,11,0,Loyal Customers,31,6,74.9
1464,2015-03-07,24,2,pastry,3.1,Bakery & Sweets,6.2,1683,2015,3,4,Potential Customers,210,2,21.8
4161,2015-05-03,1,3,tropical fruit,7.8,Fresh Food,23.4,11766,2015,5,5,Regular Customers,97,2,57.6
2654,2015-11-25,26,3,berries,10.8,Fresh Food,32.400000000000006,6165,2015,11,2,Diamond Customers,35,6,141.7
2206,2015-03-21,37,1,herbs,6.5,Fresh Food,6.5,4492,2015,3,0,Loyal Customers,74,3,40.5
3950,2015-12-05,37,3,herbs,6.5,Fresh Food,19.5,10998,2015,12,2,Diamond Customers,25,5,200.0
1706,2015-03-07,17,3,bottled water,0.5,Beverages,1.5,2578,2015,3,2,Diamond Customers,138,4,155.0
3726,2015-05-26,4,2,other vegetables,0.8,Fresh Food,1.6,10147,2015,5,4,Potential Customers,218,2,49.5
3325,2015-11-29,83,2,white bread,0.3,Bakery & Sweets,0.6,8664,2015,11,0,Loyal Customers,31,5,132.62
3732,2015-11-29,73,1,oil,3.4,Pantry Staples,3.4,10175,2015,11,2,Diamond Customers,24,7,209.02
2563,2015-01-06,4,2,other vegetables,0.8,Fresh Food,1.6,5825,2015,1,0,Loyal Customers,1,4,98.55
4924,2015-03-01,2,3,whole milk,1.8,Dairy,5.4,14693,2015,3,5,Regular Customers,107,6,87.4
1742,2015-12-12,39,1,detergent,5.5,Household & Hygiene,5.5,2717,2015,12,0,Loyal Customers,18,4,111.7
4929,2015-07-27,40,1,grapes,9.4,Fresh Food,9.4,14710,2015,7,5,Regular Customers,156,4,86.95
1092,2015-10-09,4,2,other vegetables,0.8,Fresh Food,1.6,325,2015,10,0,Loyal Customers,82,5,104.31
1907,2015-07-19,44,2,newspapers,3.2,Specialty & Seasonal,6.4,3373,2015,7,5,Regular Customers,164,2,51.2
3540,2015-03-05,2,2,whole milk,1.8,Dairy,3.6,9446,2015,3,4,Potential Customers,300,3,22.4
2990,2015-07-11,135,1,meat spreads,7.8,Fresh Food,7.8,7409,2015,7,2,Diamond Customers,140,9,303.61
4088,2015-03-05,18,2,yogurt,2.2,Dairy,4.4,11467,2015,3,5,Regular Customers,98,4,69.23
2028,2015-12-20,22,3,root vegetables,1.8,Fresh Food,5.4,3827,2015,12,0,Loyal Customers,10,6,134.29
3026,2015-01-24,69,1,domestic eggs,1.25,Fresh Food,1.25,7541,2015,1,1,New Customers,340,5,51.25
2209,2015-04-20,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,4501,2015,4,2,Diamond Customers,88,5,156.4
